"Shelf No.","Warehouse Code","Customer Code","Sub-wh. code","Zone Code","Sku Code","Available Qty.","pending shipped Qty.","Putaway time","Stock Type",Length,Width,Height,Wt,库位类型描述
564-038E,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000826,20,0,"2021-05-26 09:41:29",Standard,117.00,25.50,25.00,8.000,英国仓卡板区库位
564-038F,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000826,20,0,"2021-05-26 09:36:22",Standard,117.00,25.50,25.00,8.000,英国仓卡板区库位
564-038G,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0061A,4,0,"2021-07-07 15:24:12",Standard,84.00,71.00,49.00,18.740,英国仓卡板区库位
564-039B,UK,G679,UK-5,UK-5PHIGH-P,G679-GB-JYB00646-02,16,0,"2021-07-04 16:49:37",Standard,106.00,56.00,11.50,26.280,英国仓卡板区库位
564-039C,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000712,21,0,"2021-04-13 17:20:51",Standard,125.50,39.50,16.00,19.600,英国仓卡板区库位
564-039D,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000826,20,0,"2021-05-26 09:32:59",Standard,117.00,25.50,25.00,8.000,英国仓卡板区库位
564-039E,UK,G536,UK-5,UK-5PHIGH-P,M010000000001427330,13,0,"2020-11-26 00:13:47",Standard,55.00,24.30,13.00,1.300,英国仓卡板区库位
564-039F,UK,G536,UK-5,UK-5PHIGH-P,M010000000002553127,25,0,"2021-03-08 23:49:57",Standard,104.00,26.00,25.00,3.000,英国仓卡板区库位
564-040B,UK,G536,UK-5,UK-5PHIGH-P,MP000000000009476,50,0,"2021-03-15 03:10:40",Standard,61.00,19.50,8.50,1.226,英国仓卡板区库位
564-040C,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000826,20,0,"2021-05-26 09:30:29",Standard,117.00,25.50,25.00,8.000,英国仓卡板区库位
564-040D,UK,G536,UK-5,UK-5PHIGH-P,M010000000002407694,30,0,"2021-02-26 05:13:16",Standard,100.00,45.00,12.00,2.150,英国仓卡板区库位
564-040E,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000826,3,1,"2021-05-26 09:27:48",Standard,117.00,25.50,25.00,8.000,英国仓卡板区库位
564-040G,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB041,20,0,"2021-07-29 08:57:16",Standard,53.00,53.00,23.00,8.980,英国仓卡板区库位
564-041B,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000615,16,0,"2021-05-26 09:22:26",Standard,50.00,50.00,33.80,4.400,英国仓卡板区库位
564-041C,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120006,8,0,"2021-03-21 16:20:18",Standard,69.00,58.00,51.00,22.330,英国仓卡板区库位
564-041D,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000615,16,0,"2021-05-26 09:18:23",Standard,50.00,50.00,33.80,4.400,英国仓卡板区库位
564-041F,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000615,16,0,"2021-05-26 09:15:38",Standard,50.00,50.00,33.80,4.400,英国仓卡板区库位
564-042B,UK,G536,UK-5,UK-5PHIGH-P,M010000000001629248,36,0,"2021-03-17 16:38:08",Standard,118.30,26.00,14.80,9.960,英国仓卡板区库位
564-042C,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000615,16,0,"2021-05-26 09:12:49",Standard,50.00,50.00,33.80,4.400,英国仓卡板区库位
564-042D,UK,G1091,UK-5,UK-5PHIGH-P,G1091-XH201912003,10,0,"2020-10-23 17:38:05",Standard,79.00,22.00,19.00,10.800,英国仓卡板区库位
564-042E,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000615,16,0,"2021-05-26 09:10:23",Standard,50.00,50.00,33.80,4.400,英国仓卡板区库位
564-042F,UK,G536,UK-5,UK-5PHIGH-P,M010000000001987970,8,0,"2021-03-17 16:14:32",Standard,55.00,55.00,48.00,7.800,英国仓卡板区库位
564-042G,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB041,20,0,"2021-07-29 08:55:09",Standard,53.00,53.00,23.00,8.980,英国仓卡板区库位
564-043E,UK,G536,UK-5,UK-5PHIGH-P,M010000000002581045,120,0,"2021-02-26 04:37:51",Standard,51.50,16.50,10.00,1.340,英国仓卡板区库位
564-043F,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB043,40,0,"2021-07-29 08:49:57",Standard,53.00,27.00,26.50,2.304,英国仓卡板区库位
564-044D,UK,G433,UK-5,UK-5PHIGH-P,G433-770486,53,0,"2021-01-08 01:22:02",Standard,26.00,26.00,10.00,0.820,英国仓卡板区库位
564-044F,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120006,8,0,"2021-03-21 15:24:52",Standard,69.00,58.00,51.00,22.330,英国仓卡板区库位
564-044G,UK,G2425,UK-5,UK-5PHIGH-P,G2425-TN-8091-GREEN,3,0,"2021-09-14 09:03:46",Standard,78.00,59.00,38.00,11.800,英国仓卡板区库位
564-045D,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0060B,4,0,"2021-07-07 15:16:44",Standard,84.00,71.00,49.00,18.740,英国仓卡板区库位
564-045E,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000615,16,0,"2021-05-26 08:42:21",Standard,50.00,50.00,33.80,4.400,英国仓卡板区库位
564-045F,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000615,16,0,"2021-05-26 08:44:59",Standard,50.00,50.00,33.80,4.400,英国仓卡板区库位
564-045G,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0062B,4,0,"2021-07-07 15:19:30",Standard,84.00,71.00,49.00,18.800,英国仓卡板区库位
564-046B,UK,G536,UK-5,UK-5PHIGH-P,MP000000000004606,33,0,"2020-12-12 23:19:14",Standard,21.00,18.00,17.50,2.150,英国仓卡板区库位
564-046D,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000615,16,0,"2021-05-26 08:32:49",Standard,50.00,50.00,33.80,4.400,英国仓卡板区库位
564-046E,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000615,16,0,"2021-05-26 08:35:14",Standard,50.00,50.00,33.80,4.400,英国仓卡板区库位
564-046F,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000615,16,0,"2021-05-26 08:39:10",Standard,50.00,50.00,33.80,4.400,英国仓卡板区库位
564-046G,UK,G433,UK-5,UK-5PHIGH-P,G433-770473,370,0,"2021-01-08 00:47:19",Standard,20.00,15.00,15.00,0.190,英国仓卡板区库位
564-047B,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000615,16,0,"2021-05-26 08:30:17",Standard,50.00,50.00,33.80,4.400,英国仓卡板区库位
564-047C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1342STAR-FUR-BLACK,6,0,"2021-06-23 07:50:51",Standard,71.00,58.00,41.00,11.210,英国仓卡板区库位
564-047D,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120002,8,0,"2021-03-21 15:20:05",Standard,68.00,59.00,52.00,22.530,英国仓卡板区库位
564-047E,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000615,6,0,"2021-05-26 08:23:07",Standard,50.00,50.00,33.80,4.400,英国仓卡板区库位
564-047F,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000615,16,0,"2021-05-26 08:26:01",Standard,50.00,50.00,33.80,4.400,英国仓卡板区库位
564-047G,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0062A,4,0,"2021-07-07 15:13:38",Standard,84.00,72.00,49.00,24.400,英国仓卡板区库位
564-048B,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000040,9,0,"2021-05-25 12:48:09",Standard,107.00,78.00,20.00,18.850,英国仓卡板区库位
564-048C,UK,G666,UK-5,UK-5PHIGH-P,G666-G13002273,24,0,"2021-07-29 08:44:55",Standard,74.00,38.50,18.50,11.450,英国仓卡板区库位
564-048E,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120006,8,0,"2021-03-21 15:31:58",Standard,69.00,58.00,51.00,22.330,英国仓卡板区库位
564-048F,UK,G536,UK-5,UK-5PHIGH-P,M010000000002117164,173,0,"2021-02-15 05:36:47",Standard,42.00,10.00,5.00,1.827,英国仓卡板区库位
564-048G,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0061B,4,0,"2021-07-07 15:10:43",Standard,84.00,71.00,49.00,18.740,英国仓卡板区库位
564-049B,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB041,20,0,"2021-07-29 08:43:06",Standard,53.00,53.00,23.00,8.980,英国仓卡板区库位
564-049C,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB041,20,0,"2021-07-29 08:40:58",Standard,53.00,53.00,23.00,8.980,英国仓卡板区库位
564-049D,UK,G536,UK-5,UK-5PHIGH-P,M010000000002124361,27,0,"2020-12-19 03:00:12",Standard,47.50,37.50,26.00,12.600,英国仓卡板区库位
564-049E,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000040,9,0,"2021-05-25 12:41:02",Standard,107.00,78.00,20.00,18.850,英国仓卡板区库位
564-049F,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB043,33,7,"2021-07-29 06:37:32",Standard,53.00,27.00,26.50,2.304,英国仓卡板区库位
564-049G,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB041,20,0,"2021-07-29 08:36:44",Standard,53.00,53.00,23.00,8.980,英国仓卡板区库位
564-050B,UK,G679,UK-5,UK-5PHIGH-P,G679-GB-JY00316,96,0,"2021-06-29 13:09:58",Standard,88.00,26.00,6.50,5.000,英国仓卡板区库位
564-050C,UK,G536,UK-5,UK-5PHIGH-P,M010000000000293758,213,0,"2021-02-23 03:35:26",Standard,54.00,10.00,10.00,1.000,英国仓卡板区库位
564-050D,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0061A,4,0,"2021-07-07 15:08:40",Standard,84.00,71.00,49.00,18.740,英国仓卡板区库位
564-050E,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB041,20,0,"2021-07-29 08:34:26",Standard,53.00,53.00,23.00,8.980,英国仓卡板区库位
564-050F,UK,G666,UK-5,UK-5PHIGH-P,G666-G13004027,27,0,"2021-07-29 08:31:51",Standard,67.00,52.50,15.00,14.390,英国仓卡板区库位
564-050G,UK,G536,UK-5,UK-5PHIGH-P,MP000000000002031,3,0,"2020-10-21 09:56:38",Standard,117.50,64.50,13.00,17.860,英国仓卡板区库位
564-051B,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000040,9,0,"2021-05-25 12:33:08",Standard,107.00,78.00,20.00,18.850,英国仓卡板区库位
564-051C,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000578,7,0,"2021-03-17 17:42:08",Standard,125.50,65.50,18.50,14.800,英国仓卡板区库位
564-051D,UK,G536,UK-5,UK-5PHIGH-P,M010000000001594344,125,0,"2020-11-18 13:02:15",Standard,40.00,27.00,5.00,0.685,英国仓卡板区库位
564-051E,UK,G666,UK-5,UK-5PHIGH-P,G666-G13002273,19,0,"2021-07-29 06:47:26",Standard,74.00,38.50,18.50,11.450,英国仓卡板区库位
564-051F,UK,G666,UK-5,UK-5PHIGH-P,G666-G89001179,2,0,"2021-07-17 11:36:52",Standard,98.00,67.00,12.00,20.000,英国仓卡板区库位
564-052B,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0060B,4,0,"2021-07-07 14:37:39",Standard,84.00,71.00,49.00,18.740,英国仓卡板区库位
564-052D,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0061B,4,0,"2021-07-07 14:31:52",Standard,84.00,71.00,49.00,18.740,英国仓卡板区库位
564-052E,UK,G536,UK-5,UK-5PHIGH-P,M010000000000341635,80,0,"2021-02-14 09:08:33",Standard,40.00,26.00,13.00,2.260,英国仓卡板区库位
564-052F,UK,G666,UK-5,UK-5PHIGH-P,G666-13028215,32,0,"2021-05-25 11:44:16",Standard,80.00,14.00,14.00,2.000,英国仓卡板区库位
564-052G,UK,G666,UK-5,UK-5PHIGH-P,G666-G13004027,27,0,"2021-07-29 08:29:06",Standard,67.00,52.50,15.00,14.390,英国仓卡板区库位
564-053C,UK,G666,UK-5,UK-5PHIGH-P,G666-G26001430,69,0,"2021-05-25 11:30:53",Standard,96.00,14.50,14.50,2.700,英国仓卡板区库位
564-053D,UK,G536,UK-5,UK-5PHIGH-P,M010000000001111468,60,0,"2020-12-19 03:02:02",Standard,79.00,40.00,7.00,4.600,英国仓卡板区库位
564-053F,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB041,20,0,"2021-07-29 08:26:44",Standard,53.00,53.00,23.00,8.980,英国仓卡板区库位
564-053G,UK,G536,UK-5,UK-5PHIGH-P,M010000000001987992,80,0,"2020-12-16 10:15:48",Standard,62.00,61.00,5.00,1.470,英国仓卡板区库位
564-054B,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB041,20,0,"2021-07-29 08:24:42",Standard,53.00,53.00,23.00,8.980,英国仓卡板区库位
564-054C,UK,G536,UK-5,UK-5PHIGH-P,M010000000000317471,25,0,"2020-10-19 08:43:06",Standard,71.00,41.00,11.00,4.700,英国仓卡板区库位
564-054D,UK,G536,UK-5,UK-5PHIGH-P,M010000000000311303,56,0,"2020-11-14 17:13:02",Standard,43.00,35.50,11.50,4.960,英国仓卡板区库位
564-054E,UK,G666,UK-5,UK-5PHIGH-P,G666-G23000511,48,0,"2021-05-25 11:20:49",Standard,37.50,32.00,17.00,4.700,英国仓卡板区库位
564-054F,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0062B,4,0,"2021-07-07 14:29:23",Standard,84.00,71.00,49.00,18.800,英国仓卡板区库位
564-054G,UK,G536,UK-5,UK-5PHIGH-P,M010000000002431816,122,0,"2020-11-20 13:05:01",Standard,40.00,17.00,9.00,0.015,英国仓卡板区库位
564-055B,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000944,22,0,"2021-05-14 15:25:46",Standard,49.00,42.50,25.00,2.900,英国仓卡板区库位
564-055C,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120006,8,0,"2021-03-19 23:20:47",Standard,69.00,58.00,51.00,22.330,英国仓卡板区库位
564-055D,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB041,20,0,"2021-07-29 08:22:19",Standard,53.00,53.00,23.00,8.980,英国仓卡板区库位
564-055E,UK,188,UK-5,UK-5PHIGH-P,188-2280174,6,0,"2021-01-20 01:54:22",Standard,41.00,39.00,7.50,2.160,英国仓卡板区库位
564-055G,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-704S-Y,7,0,"2021-01-07 23:15:46",Standard,73.00,54.00,36.00,10.200,英国仓卡板区库位
564-056D,UK,G536,UK-5,UK-5PHIGH-P,M010000000000215277,121,0,"2021-02-09 08:36:18",Standard,44.00,24.00,9.00,4.700,英国仓卡板区库位
564-056F,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB041,20,0,"2021-07-29 08:19:27",Standard,53.00,53.00,23.00,8.980,英国仓卡板区库位
564-056G,UK,G536,UK-5,UK-5PHIGH-P,M010000000001857685,18,0,"2021-03-17 15:30:45",Standard,54.50,45.00,31.00,9.200,英国仓卡板区库位
564-057B,UK,G536,UK-5,UK-5PHIGH-P,M010000000000252337,10,0,"2021-03-15 02:46:33",Standard,49.00,35.00,10.00,9.300,英国仓卡板区库位
564-057C,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB043,40,0,"2021-07-29 06:43:19",Standard,53.00,27.00,26.50,2.304,英国仓卡板区库位
564-057D,UK,G679,UK-5,UK-5PHIGH-P,G679-GB-JY06576-03,6,0,"2020-11-14 17:46:53",Standard,90.00,81.00,11.00,8.540,英国仓卡板区库位
564-057E,UK,G666,UK-5,UK-5PHIGH-P,G666-G23000511,3,0,"2021-05-25 10:54:28",Standard,37.50,32.00,17.00,4.700,英国仓卡板区库位
564-057G,UK,G536,UK-5,UK-5PHIGH-P,M010000000001857685,18,0,"2021-03-17 15:32:39",Standard,54.50,45.00,31.00,9.200,英国仓卡板区库位
564-058B,UK,G536,UK-5,UK-5PHIGH-P,MP000000000004394,24,0,"2020-11-27 22:29:56",Standard,77.00,54.00,7.00,4.400,英国仓卡板区库位
564-058C,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0062A,3,0,"2021-07-07 14:16:19",Standard,84.00,72.00,49.00,24.400,英国仓卡板区库位
564-058D,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000422,4,0,"2020-06-27 13:27:32",Standard,60.00,54.00,47.00,7.000,英国仓卡板区库位
564-058E,UK,G536,UK-5,UK-5PHIGH-P,M010000000001857685,18,0,"2021-03-17 16:34:30",Standard,54.50,45.00,31.00,9.200,英国仓卡板区库位
564-058F,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120006,8,0,"2021-03-19 23:15:18",Standard,69.00,58.00,51.00,22.330,英国仓卡板区库位
564-058G,UK,G536,UK-5,UK-5PHIGH-P,M010000000002550598,15,0,"2021-02-23 07:13:04",Standard,90.40,86.50,6.20,18.456,英国仓卡板区库位
564-059B,UK,G536,UK-5,UK-5PHIGH-P,M010000000001016896,45,0,"2021-02-26 02:47:56",Standard,57.60,39.20,12.20,9.484,英国仓卡板区库位
564-059C,UK,G536,UK-5,UK-5PHIGH-P,M010000000000951938,58,0,"2021-02-09 07:57:07",Standard,51.00,28.00,8.00,1.580,英国仓卡板区库位
564-059D,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0060A,4,0,"2021-07-07 14:17:57",Standard,84.00,71.00,49.00,18.740,英国仓卡板区库位
564-059E,UK,G2425,UK-5,UK-5PHIGH-P,G2425-TN-8091-CREAM,1,0,"2021-09-14 08:46:08",Standard,78.00,59.00,38.00,11.800,英国仓卡板区库位
564-059F,UK,G536,UK-5,UK-5PHIGH-P,M010000000002284918,74,0,"2021-02-17 12:59:24",Standard,47.00,43.00,8.50,0.520,英国仓卡板区库位
564-059G,UK,G536,UK-5,UK-5PHIGH-P,M010000000002224534,20,0,"2021-03-15 03:00:50",Standard,52.70,50.30,25.00,8.130,英国仓卡板区库位
564-060C,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000944,22,0,"2021-05-14 15:44:17",Standard,49.00,42.50,25.00,2.900,英国仓卡板区库位
564-060D,UK,G1718,UK-5,UK-5PHIGH-P,G1718-901182-0322,12,0,"2021-03-09 00:17:51",Standard,76.00,62.00,29.00,10.500,英国仓卡板区库位
564-060E,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB041,20,0,"2021-07-29 08:16:59",Standard,53.00,53.00,23.00,8.980,英国仓卡板区库位
564-061B,UK,G2575,UK-5,UK-5PHIGH-P,G2575-GN15-A8K-UK56-02,49,0,"2020-08-29 10:42:42",Standard,21.50,17.50,9.50,0.646,英国仓卡板区库位
564-061C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1342-FUR-BLACK,6,0,"2021-08-20 10:58:43",Standard,71.00,59.00,46.00,9.200,英国仓卡板区库位
564-061D,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB041,20,0,"2021-07-29 08:12:15",Standard,53.00,53.00,23.00,8.980,英国仓卡板区库位
564-061F,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB041,20,0,"2021-07-29 08:08:35",Standard,53.00,53.00,23.00,8.980,英国仓卡板区库位
564-061G,UK,G666,UK-5,UK-5PHIGH-P,G666-G13004027,27,0,"2021-07-29 07:40:56",Standard,67.00,52.50,15.00,14.390,英国仓卡板区库位
564-062B,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120006,8,0,"2021-03-21 15:27:41",Standard,69.00,58.00,51.00,22.330,英国仓卡板区库位
564-062C,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB041,20,0,"2021-07-29 07:39:29",Standard,53.00,53.00,23.00,8.980,英国仓卡板区库位
564-062D,UK,G666,UK-5,UK-5PHIGH-P,G666-G89001094,14,0,"2021-05-25 08:41:06",Standard,83.00,60.00,19.00,9.000,英国仓卡板区库位
564-062E,UK,G679,UK-5,UK-5PHIGH-P,G679-GB-TJOT39908,18,0,"2020-10-15 07:39:22",Standard,25.50,20.00,14.00,0.850,英国仓卡板区库位
564-062F,UK,G3735,UK-5,UK-5PHIGH-P,G3735-VQ-P7J6-WAHV,10,0,"2021-05-19 15:57:36",Standard,110.00,44.00,28.00,24.000,英国仓卡板区库位
564-062G,UK,G536,UK-5,UK-5PHIGH-P,M010000000000509728,6,0,"2021-02-09 07:49:44",Standard,28.50,27.00,3.50,0.800,英国仓卡板区库位
564-063B,UK,G679,UK-5,UK-5PHIGH-P,G679-GB-JY06576-02,5,0,"2020-10-19 08:38:37",Standard,89.00,80.00,11.50,8.800,英国仓卡板区库位
564-063C,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120006,8,0,"2021-03-21 15:37:05",Standard,69.00,58.00,51.00,22.330,英国仓卡板区库位
564-063E,UK,G536,UK-5,UK-5PHIGH-P,M010000000002156567,108,0,"2020-12-17 13:14:48",Standard,26.00,12.00,12.00,0.680,英国仓卡板区库位
564-063F,UK,G666,UK-5,UK-5PHIGH-P,G666-G89001094,14,0,"2021-05-25 10:11:51",Standard,83.00,60.00,19.00,9.000,英国仓卡板区库位
564-063G,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120006,8,0,"2021-03-21 15:39:41",Standard,69.00,58.00,51.00,22.330,英国仓卡板区库位
564-064E,UK,G536,UK-5,UK-5PHIGH-P,M010000000002224347,13,0,"2020-12-09 02:53:16",Standard,37.00,28.00,15.00,2.020,英国仓卡板区库位
564-064F,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB041,20,0,"2021-07-29 07:35:29",Standard,53.00,53.00,23.00,8.980,英国仓卡板区库位
564-064G,UK,G666,UK-5,UK-5PHIGH-P,G666-G89001094,14,0,"2021-05-25 10:04:25",Standard,83.00,60.00,19.00,9.000,英国仓卡板区库位
564-065B,UK,G536,UK-5,UK-5PHIGH-P,M010000000002224534,20,0,"2021-03-15 02:41:26",Standard,52.70,50.30,25.00,8.130,英国仓卡板区库位
564-065C,UK,G536,UK-5,UK-5PHIGH-P,M010000000000440267,60,0,"2021-02-14 07:55:14",Standard,69.50,32.00,8.00,1.560,英国仓卡板区库位
564-065D,UK,G1925,UK-5,UK-5PHIGH-P,G1925-LIN6-BDQK5-G-716,10,0,"2021-10-30 09:58:27",Standard,47.00,40.00,40.00,18.000,英国仓卡板区库位
564-065E,UK,G1718,UK-5,UK-5PHIGH-P,G1718-901182-0321,18,0,"2021-03-09 00:13:52",Standard,74.80,61.10,15.50,5.450,英国仓卡板区库位
564-065G,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1342STAR-FUR-BLUE,1,0,"2021-06-23 08:21:43",Standard,71.10,58.40,46.40,11.200,英国仓卡板区库位
564-066B,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1342S-Y,3,0,"2021-09-14 09:11:23",Standard,72.00,59.00,46.50,9.400,英国仓卡板区库位
564-066D,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1342STAR-FUR-BLACK,3,0,"2021-06-23 08:08:35",Standard,71.00,58.00,41.00,11.210,英国仓卡板区库位
564-066E,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY1342-LIGHT-GREEN,6,0,"2021-06-23 08:03:57",Standard,71.50,58.00,47.00,9.820,英国仓卡板区库位
564-066F,UK,G536,UK-5,UK-5PHIGH-P,M010000000001722866,40,0,"2021-03-17 15:46:51",Standard,31.00,30.50,30.50,2.060,英国仓卡板区库位
564-066G,UK,G536,UK-5,UK-5PHIGH-P,M010000000001696246,395,0,"2021-02-26 02:57:14",Standard,8.00,8.00,4.00,0.231,英国仓卡板区库位
564-067B,UK,G536,UK-5,UK-5PHIGH-P,M010000000000321034,39,0,"2020-11-12 19:35:46",Standard,63.50,25.50,8.00,2.450,英国仓卡板区库位
564-067C,UK,G536,UK-5,UK-5PHIGH-P,M010000000002124376,35,0,"2020-10-15 11:37:04",Standard,90.00,26.50,19.00,12.782,英国仓卡板区库位
564-067D,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB041,20,0,"2021-07-29 07:33:33",Standard,53.00,53.00,23.00,8.980,英国仓卡板区库位
564-067E,UK,G1062,UK-5,UK-5PHIGH-P,G1062-GBP0003LD,24,0,"2021-01-21 12:31:39",Standard,82.50,48.50,8.00,9.000,英国仓卡板区库位
564-067G,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB041,20,0,"2021-07-29 07:31:07",Standard,53.00,53.00,23.00,8.980,英国仓卡板区库位
564-068B,UK,G666,UK-5,UK-5PHIGH-P,G666-G89001094,14,0,"2021-05-25 09:49:14",Standard,83.00,60.00,19.00,9.000,英国仓卡板区库位
564-068C,UK,G1925,UK-5,UK-5PHIGH-P,G1925-5-8-DXTH1GB,56,0,"2021-10-30 10:02:39",Standard,39.00,32.00,7.00,2.150,英国仓卡板区库位
564-068E,UK,G536,UK-5,UK-5PHIGH-P,M010000000002349239,61,0,"2021-02-09 08:22:35",Standard,22.00,19.50,10.00,0.480,英国仓卡板区库位
564-068F,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB043,40,0,"2021-07-29 07:28:18",Standard,53.00,27.00,26.50,2.304,英国仓卡板区库位
564-068G,UK,G536,UK-5,UK-5PHIGH-P,M010000000001391423,18,0,"2020-11-12 20:35:07",Standard,81.00,41.80,24.70,5.560,英国仓卡板区库位
564-069B,UK,G666,UK-5,UK-5PHIGH-P,G666-G46000044,20,0,"2021-09-14 09:15:20",Standard,44.50,32.00,25.00,3.350,英国仓卡板区库位
564-069D,UK,G536,UK-5,UK-5PHIGH-P,M010000000001970121,34,0,"2021-02-26 04:21:06",Standard,110.00,49.00,8.00,4.350,英国仓卡板区库位
564-070C,UK,G536,UK-5,UK-5PHIGH-P,M010000000001789097,10,0,"2021-03-05 10:59:24",Standard,100.00,55.00,12.00,17.000,英国仓卡板区库位
564-070D,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1342-LIGHT-BLUE,1,0,"2021-06-23 07:56:59",Standard,71.50,58.00,46.00,9.600,英国仓卡板区库位
564-070F,UK,G536,UK-5,UK-5PHIGH-P,MP000000000004277,63,0,"2021-03-17 15:09:29",Standard,73.00,20.30,5.00,1.130,英国仓卡板区库位
564-070G,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB041,5,0,"2021-07-29 07:24:58",Standard,53.00,53.00,23.00,8.980,英国仓卡板区库位
564-071B,UK,G536,UK-5,UK-5PHIGH-P,M010000000001306107,16,0,"2021-02-23 03:00:14",Standard,77.00,31.00,31.00,3.050,英国仓卡板区库位
564-071C,UK,G666,UK-5,UK-5PHIGH-P,G666-G13002273,24,0,"2021-07-29 07:15:14",Standard,74.00,38.50,18.50,11.450,英国仓卡板区库位
564-071D,UK,G679,UK-5,UK-5PHIGH-P,G679-GB-JY15771-01,5,0,"2020-11-14 18:17:19",Standard,67.00,53.00,34.00,13.000,英国仓卡板区库位
564-071E,UK,G666,UK-5,UK-5PHIGH-P,G666-G89001094,14,0,"2021-05-25 09:09:49",Standard,83.00,60.00,19.00,9.000,英国仓卡板区库位
564-071F,UK,G666,UK-5,UK-5PHIGH-P,G666-G13002273,24,0,"2021-07-29 07:23:24",Standard,74.00,38.50,18.50,11.450,英国仓卡板区库位
